bank_transaction_id,bank_transaction_description,bank_transaction_amount,bank_transaction_type
24139011,CONTACTLESS  KRISPY KREME,-13.0,DEB
24139012,ON 2019-7-29 CARD PAYMENT NANDOS,-20.26,DEB
24139013,wetherspoons,-15.8,FPO
24139014,WETHERSPOONS,-15.28,CSH
24139015,Fin: 17Aug19  yo sushi,-13.49,DEB
24139016,LEON  21Aug19,-27.88,DEB
24139017,macdonalds  CARD PAYMENT,-12.4,DEB
24139018,WAITROSE,-8.25,DEB
24139019,Cash at Transact ON 24 Jul MACDONALDS,-26.66,CSH
24139020,caffe nero CONTACTLESS ON 15 Jul,-25.76,DEB
24139021,NANDOS VIA MOBILE,-17.37,MPO
24139022,BOOKING.COM CONTACTLESS,-15.1,DEB
24139023,ON 30 Aug  deliveroo.co.uk,-16.79,DEB
24139024,premier inn,-18.49,DEB
24139025,SUNDRY DEBIT pret a manger  FASTER PAYMENTS OUT,-8.69,FPO
24139026,Cash at Transact ON 23 Jul starbucks,-21.97,CSH
24139027,Sundry debit:   macdonalds,-10.03,DEB
24139028,CARD PAYMENT  waitrose,-14.24,DEB
24139029,ON 2019-8-9 CONTACTLESS BEST WESTERN,-10.19,DEB
24139030,TESCO METRO ON 2019-8-28 CARD PAYMENT,-19.73,DEB
24139031,ON 2019-8-15  THE SANCTUARY CAFE LONDON,-6.91,DEB
24139032,8Jul19 UBERUK_EATS,-11.17,DEB
24139033,SUNDRY DEBIT  11Jul19 GIRAFFE,-21.23,CSH
24139034,ON 2019-8-26 costa coffee CONTACTLESS,-0.67,DEB
24139035,Fin:   STARBUCKS,-15.07,DEB
24139036,ON 2019-8-24 TESCO METRO CARD PAYMENT,-15.61,DEB
24139037,Sundry debit: VIA MOBILE ON 23 Aug macdonalds,-14.15,MPO
24139038,FILLING STATION,-4.37,DEB
24139039,PRET A MANGER CONTACTLESS,-7.7,DEB
24139040,VIA MOBILE  FILLING STATION,-15.66,MPO
24139041,costa coffee  VIA MOBILE ONLINE,-13.22,MPO
24139042,ON 2019-7-3 LIDL,-24.61,FPO
24139043,Fin:  FASTER PAYMENTS OUT UPPER CRUST,-15.11,FPO
24139044,Fin: FASTER PAYMENTS OUT just eat 18Jul19,-18.86,FPO
24139045,Fin:   wagamamas,-17.67,DEB
24139046,wetherspoons,-16.1,DEB
24139047,30Aug19 CARD PAYMENT GREGGS PLC,-27.71,DEB
24139048,CONTACTLESS CINEWORLD,-25.47,DEB
24139049,Fin: wagamamas ON 2019-7-9,-2.77,MPO
24139050,SUNDRY DEBIT m&s simply food  FASTER PAYMENTS OUT,-28.39,FPO
24139051,ON 2019-7-27 STARBUCKS,-14.59,CSH
24139052,lidl 30Aug19,-20.83,CSH
24139053,Fin: CARD PAYMENT  TESCO METRO,-18.69,DEB
24139054,ALDI,-12.86,DEB
24139055,aldi Cash at Transact,-13.79,CSH
24139056,starbucks,-17.42,DEB
24139057,Sundry debit:   FILLING STATION,-9.4,DEB
24139058,travel lodge ON 27 Jul,-21.6,DEB
24139059,CARD PAYMENT WAGAMAMAS,-29.3,DEB
24139060,uber eats,-4.88,CSH
24139061,Cash at Transact NANDOS,-14.84,CSH
24139062,leonardo hotel,-11.61,CSH
24139063,Sundry debit: FASTER PAYMENTS OUT ON 24 Aug UPPER CRUST,-7.92,FPO
24139064,Fin: 21Aug19 JURYS INN Apple Pay,-15.74,MPO
24139065,kfc CARD PAYMENT,-15.82,DEB
24139066,KRISPY KREME,-21.26,CSH
24139067,booking.com 22Aug19,-4.69,CSH
24139068,28Aug19 wetherspoons CARD PAYMENT,-12.78,DEB
24139069,Sundry debit:  CARD PAYMENT BOOKING.COM,-15.55,DEB
24139070,kfc ON 12 Jul,-18.23,DEB
24139071,Fin: CARD PAYMENT yo sushi 21Aug19,-12.58,DEB
24139072,Fin: 19Aug19 travel lodge,-25.77,DEB
24139073,pret a manger 17Aug19,-12.29,CSH
24139074,15Aug19 CARD PAYMENT the house of bruar pitlochry,-26.59,DEB
24139075,Fin:  krispy kreme,-4.77,DEB
24139076,Fin: MACDONALDS,-21.06,DEB
24139077,Fin: uberuk_eats ON 24 Jul FASTER PAYMENTS OUT,-7.98,FPO
24139078,SUNDRY DEBIT ON 31 Aug yo sushi,-22.46,DEB
24139079,STARBUCKS,-17.14,CSH
24139080,Fin: CONTACTLESS ON 27 Aug ALDI,-23.76,DEB
24139081,PRET A MANGER,-10.73,DEB
24139082,Sundry debit: 15Jul19 dominos pizza uk CONTACTLESS,-16.63,DEB
24139083,SUNDRY DEBIT  tesco metro,-13.09,DEB
24139084,ON 29 Jul TRAVELODGE,-23.63,CSH
24139085,leon  Apple Pay,-20.72,MPO
24139086,hilton hotels,-19.42,FPO
24139087,tesco metro Cash at Transact,-23.32,CSH
24139088,Fin:   filling station,-18.5,MPO
24139089,SUNDRY DEBIT  starbucks 16Jul19,-14.05,DEB
24139090,Sundry debit: wetherspoons  Cash at Transact,-23.87,CSH
24139091,JUST EAT  CARD PAYMENT,-21.69,DEB
24139092,Fin: 29Jul19 ALDI,-14.69,DEB
24139093,ON 21 Aug CARD PAYMENT TESCO GARAGE,-15.44,DEB
24139094,SUNDRY DEBIT airbnb CONTACTLESS ON 12 Aug,-3.54,DEB
24139095,STARBUCKS ON 2019-7-9,-11.0,DEB
24139096,Sundry debit:  oink ON 2019-7-5,-1.13,CSH
24139097,OINK Cash at Transact,-15.59,CSH
24139098,SUNDRY DEBIT ON 19 Jul  costa coffee,-19.15,FPO
24139099,Sundry debit: DOMINOS PIZZA UK,-20.21,DEB
24139100,SUNDRY DEBIT  TRAVELODGE,-20.6,MPO
24139101,ON 20 Aug  SAINSBURYS S/MKTS CAMBRIDGE,-12.28,CSH
24139102,upper crust,-18.48,DEB
24139103,13Aug19  BOOKING.COM,-22.44,DEB
24139104,SUNDRY DEBIT   DOMINOS PIZZA UK,-7.23,CSH
24139105,MACDONALDS ON 29 Jul,-18.34,FPO
24139106,UBERUK_EATS ON 2019-8-21,-23.69,DEB
24139107,airbnb CONTACTLESS,-13.35,DEB
24139108,krispy kreme CONTACTLESS 17Jul19,-11.05,DEB
24139109,11Aug19 BOOKING.COM,-24.79,CSH
24139110,SUNDRY DEBIT tesco metro  Cash at Transact,-17.64,CSH
24139111,yo sushi,-24.3,CSH
24139112,MACDONALDS ON 2019-8-11 VIA MOBILE,-25.24,MPO
24139113,CARD PAYMENT  tesco garage,-22.85,DEB
24139114,STARBUCKS,-12.27,DEB
24139115,BOOKING.COM ON 2019-8-13,-14.71,MPO
24139116,DOMINOS PIZZA UK,-13.32,DEB
24139117,Fin: ON 1 Jul starbucks Cash at Transact,-17.44,CSH
24139118,TRAVELODGE,-7.75,CSH
24139119,deliveroo.co.uk ON 3 Aug,-17.96,DEB
24139120,leon,-8.62,CSH
24139121,Sundry debit:  KFC,-4.94,CSH
24139122,Fin:   DELIVEROO.CO.UK,-6.93,CSH
24139123,4Aug19 macdonalds,-3.81,FPO
24139124,ON 24 Jul FASTER PAYMENTS OUT WETHERSPOONS,-14.24,FPO
24139125,WETHERSPOONS Cash at Transact ON 28 Jul,-18.75,CSH
24139126,LEON ON 2019-8-5,-27.95,MPO
24139127,DOMINOS PIZZA UK,-16.23,CSH
24139128,Cash at Transact leon,-20.71,CSH
24139129,KFC,-12.52,FPO
24139130,SUNDRY DEBIT CONTACTLESS  travel lodge,-15.36,DEB
24139131,UBERUK_EATS CONTACTLESS,-16.5,DEB
24139132,SUNDRY DEBIT lidl CONTACTLESS,-15.97,DEB
24139133,Fin: VIA MOBILE ONLINE strbcks ON 28 Jul,-11.05,MPO
24139134,17Aug19  airbnb,-13.88,DEB
24139135,SUNDRY DEBIT ON 2019-8-9 macdonalds CARD PAYMENT,-16.12,DEB
24139136,Cash at Transact barburrito,-26.27,CSH
24139137,ON 2019-8-23 M&S SIMPLY FOOD,-6.98,DEB
24139138,SUNDRY DEBIT   LEON,-15.95,CSH
24139139,CARD PAYMENT  MACDONALDS,-19.79,DEB
24139140,Sundry debit:  caffe nero VIA FASTER PAYMENT,-23.12,FPO
24139141,SUNDRY DEBIT CARD PAYMENT  STRBCKS,-8.4,DEB
24139142,kfc,-19.35,FPO
24139143,YO SUSHI,-16.4,DEB
24139144,SUNDRY DEBIT  GREGGS PLC,-5.73,DEB
24139145,8Jul19  TESCO METRO,-28.25,DEB
24139146,Fin: Apple Pay KFC,-25.31,MPO
24139147,AIRBNB,-27.71,DEB
24139148,CONTACTLESS www.just eat.co.uk,-17.54,DEB
24139149,7Jul19 filling station,-15.08,FPO
24139150,Fin: premier inn CARD PAYMENT,-23.48,DEB
24139151,dominos pizza uk ON 12 Jul,-26.25,CSH
24139152,dominos pizza uk CONTACTLESS,-13.71,DEB
24139153,dominos pizza uk,-3.41,DEB
24139154,ASDA,-17.55,CSH
24139155,tesco garage,-7.51,DEB
24139156,COSTA COFFEE,-14.68,DEB
24139157,CARREFOUR,-11.36,DEB
24139158,Sundry debit: CONTACTLESS OINK ON 18 Jul,-14.71,DEB
24139159,SUNDRY DEBIT  tesco garage ON 2019-8-3,-2.09,DEB
24139160,MACDONALDS ON 2019-8-28 CONTACTLESS,-22.15,DEB
24139161,Apple Pay ON 2019-7-14 TESCO METRO,-14.18,MPO
24139162,yo sushi,-14.68,MPO
24139163,TRAVELODGE ON 29 Aug CONTACTLESS,-15.7,DEB
24139164,GREGGS PLC ON 7 Jul,-12.89,FPO
24139165,JUST EAT  CARD PAYMENT,-11.76,DEB
24139166,Sundry debit: tesco metro Cash at Transact ON 2019-8-16,-28.5,CSH
24139167,ON 13 Jul macdonalds,-14.85,FPO
24139168,GREGGS PLC,-13.97,CSH
24139169,CARD PAYMENT starbucks,-21.54,DEB
24139170,DELIVEROO.CO.UK  12Jul19,-14.53,FPO
24139171,Fin: VIA FASTER PAYMENT 17Aug19 AIRBNB,-11.05,FPO
24139172,CARD PAYMENT TESCO METRO,-29.92,DEB
24139173,lidl ON 2019-8-30,-27.81,DEB
24139174,asda CARD PAYMENT,-16.61,DEB
24139175,SUNDRY DEBIT ON 2019-7-10 filling station,-13.5,CSH
24139176,deliveroo.co.uk CARD PAYMENT 9Jul19,-37.29,DEB
24139177,LEON,-14.63,DEB
24139178,Fin:  CONTACTLESS tesco metro,-18.38,DEB
24139179,MACDONALDS,-15.31,CSH
24139180,GREGGS PLC ON 10 Aug CARD PAYMENT,-6.34,DEB
24139181,kfc,-8.07,MPO
24139182,LEON,-19.59,DEB
24139183,Sundry debit:  STARBUCKS,-13.09,DEB
24139184,17Aug19  TESCO METRO,-14.75,DEB
24139185,SAINSBURYS HEATHROW INTL CONTACTLESS ON 2019-7-21,-14.04,DEB
24139186,KFC,-12.0,CSH
24139187,SUNDRY DEBIT ON 15 Aug  STARBUCKS,-19.78,CSH
24139188,SUNDRY DEBIT  ON 2019-7-5 upper crust,-27.34,DEB
24139189,FILLING STATION ON 2019-8-29 FASTER PAYMENTS OUT,-18.48,FPO
24139190,Sundry debit: uber eats,-21.53,DEB
24139191,Fin: VIA FASTER PAYMENT  wetherspoons,-18.55,FPO
24139192,MACDONALDS  ON 7 Aug,-17.9,DEB
24139193,Sundry debit:  WAGAMAMAS VIA MOBILE ONLINE,-23.43,MPO
24139194,SUNDRY DEBIT ON 26 Aug just eat Cash at Transact,-1.26,CSH
24139195,Fin:  HILTON HOTELS ON 21 Jul,-13.47,FPO
24139196,SUNDRY DEBIT  macdonalds CONTACTLESS,-28.9,DEB
24139197,Apple Pay  greggs plc,-17.7,MPO
24139198,Fin: CONTACTLESS GREGGS PLC ON 2019-7-31,-2.85,DEB
24139199,UBER EATS,-8.99,DEB
24139200,aldi,-15.58,DEB
24139201,ON 23 Jul  starbucks,-7.69,CSH
24139202,SUNDRY DEBIT  WETHERSPOONS ON 2019-8-21,-11.56,DEB
24139203,VIA FASTER PAYMENT 12Jul19 LIDL,-18.86,FPO
24139204,Sundry debit: TRAVELODGE CONTACTLESS ON 2019-7-4,-4.51,DEB
24139205,SUNDRY DEBIT airbnb,-15.62,CSH
24139206,jurys inn,-11.38,DEB
24139207,travelodge,-13.8,FPO
24139208,JUST EAT CARD PAYMENT 18Aug19,-15.88,DEB
24139209,costa coffee,-5.2,DEB
24139210,giraffe,-18.39,DEB
24139211,Sundry debit: CARD PAYMENT KRISPY KREME ON 22 Aug,-17.05,DEB
24139212,STRBCKS,-26.83,DEB
24139213,TESCO METRO,-8.47,DEB
24139214,CONTACTLESS asda,-0.96,DEB
24139215,18Aug19 MACDONALDS,-6.07,FPO
24139216,deliveroo.co.uk CONTACTLESS ON 23 Jul,-11.44,DEB
24139217,JUST EAT,-10.31,CSH
24139218,Fin: 29Jul19 starbucks,-15.76,FPO
24139219,DELIVEROO.CO.UK  ON 2019-7-4,-16.5,DEB
24139220,waitrose,-15.83,DEB
24139221,7Aug19  airbnb,-16.04,CSH
24139222,WETHERSPOONS ON 27 Aug,-13.23,CSH
24139223,3Jul19 PREMIER INN VIA FASTER PAYMENT,-5.81,FPO
24139224,Sundry debit:  CARD PAYMENT macdonalds,-17.31,DEB
24139225,Sundry debit: ON 2019-7-14 UBERUK_EATS,-15.43,CSH
24139226,SUNDRY DEBIT  TESCO GARAGE 26Aug19,-20.3,CSH
24139227,STRBCKS,-11.77,CSH
24139228,ON 1 Aug UPPER CRUST VIA FASTER PAYMENT,-26.81,FPO
24139229,Fin:  ON 2019-7-16 COSTA COFFEE,-13.96,DEB
24139230,Fin: ON 8 Aug nandos,-17.02,CSH
24139231,dominos pizza uk,-9.67,CSH
24139232,krispy kreme,-21.63,MPO
24139233,AIRBNB,-10.97,CSH
24139234,CONTACTLESS waitrose,-19.85,DEB
24139235,STARBUCKS,-20.98,CSH
24139236,Sundry debit:   costa coffee,-20.4,DEB
24139237,Fin:  dominos pizza uk,-15.38,DEB
24139238,kfc 7Aug19 CARD PAYMENT,-22.24,DEB
24139239,dominos pizza uk,-18.01,DEB
24139240,ON 2019-7-19 HOTEL IBIS,-12.16,DEB
24139241,NANDOS CARD PAYMENT,-17.95,DEB
24139242,dominos pizza uk,-16.36,DEB
24139243,DELIVEROO.CO.UK,-29.12,CSH
24139244,NANDOS VIA FASTER PAYMENT,-26.88,FPO
24139245,Fin:  CONTACTLESS sainsburys s/mkts cambridge,-21.5,DEB
24139246,PRET A MANGER,-15.83,DEB
24139247,CARD PAYMENT travel lodge,-26.74,DEB
24139248,ON 22 Aug dominos pizza uk,-15.49,DEB
24139249,SUNDRY DEBIT ON 2019-8-2 starbucks,-5.48,DEB
24139250,leon,-12.13,CSH
24139251,Cash at Transact ON 2019-8-9 PRET A MANGER,-30.34,CSH
24139252,Sundry debit: ON 26 Jul dominos pizza uk,-14.4,DEB
24139253,Fin: starbucks  19Aug19,-27.94,DEB
24139254,Sundry debit: ON 21 Jul waitrose CONTACTLESS,-16.0,DEB
24139255,MACDONALDS ON 7 Jul,-11.17,DEB
24139256,macdonalds,-17.31,DEB
24139257,Sundry debit: VIA FASTER PAYMENT 4Jul19 STRBCKS,-6.69,FPO
24139258,SUNDRY DEBIT   PRET A MANGER,-20.56,CSH
24139259,KFC  CARD PAYMENT,-17.87,DEB
24139260,ON 2019-8-16  ALDI,-27.81,FPO
24139261,tesco metro,-29.8,DEB
24139262,SUNDRY DEBIT ON 18 Aug  kfc,-15.0,DEB
24139263,SUNDRY DEBIT JURYS INN,-15.49,DEB
24139264,Sundry debit: ON 2019-8-21 m&s simply food,-13.66,CSH
24139265,28Jul19 barburrito,-17.73,DEB
24139266,TRAVELODGE CONTACTLESS ON 5 Aug,-29.77,DEB
24139267,NANDOS,-5.35,DEB
24139268,ON 2019-7-9  pret a manger,-7.8,CSH
24139269,SUNDRY DEBIT JUST EAT,-19.77,FPO
24139270,Sundry debit: CONTACTLESS deliveroo.co.uk,-21.23,DEB
24139271,12Jul19  DOMINOS PIZZA UK,-8.61,DEB
24139272,ON 15 Jul dominos pizza uk CONTACTLESS,-3.27,DEB
24139273,Sundry debit:  FASTER PAYMENTS OUT JUST EAT,-6.68,FPO
24139274,Sundry debit: Cash at Transact 17Jul19 ASDA,-29.07,CSH
24139275,WAGAMAMAS,-20.4,DEB
24139276,Sundry debit:  MACDONALDS,-11.74,DEB
24139277,SUNDRY DEBIT  booking.com,-7.89,DEB
24139278,GREGGS PLC CARD PAYMENT 9Aug19,-21.76,DEB
24139279,SUNDRY DEBIT NANDOS,-18.63,FPO
24139280,ON 2019-8-27  costa coffee,-11.04,DEB
24139281,Fin: ON 1 Jul macdonalds CONTACTLESS,-19.43,DEB
24139282,Sundry debit:  barburrito,-12.04,CSH
24139283,Sundry debit: ON 2019-8-4 OINK CARD PAYMENT,-23.75,DEB
24139284,kfc  Cash at Transact,-9.28,CSH
24139285,Sundry debit:  CARD PAYMENT TESCO GARAGE,-10.34,DEB
24139286,Sundry debit: ON 31 Aug CARD PAYMENT TESCO METRO,-13.49,DEB
24139287,Fin: ON 16 Jul www.just eat.co.uk,-7.34,CSH
24139288,tesco garage,-16.11,DEB
24139289,Fin:  GREGGS PLC 29Aug19,-21.88,DEB
24139290,pret a manger,-23.27,CSH
24139291,kfc,-24.31,DEB
24139292,Fin:  aldi,-27.22,DEB
24139293,wagamamas,-25.98,DEB
24139294,Fin: CARD PAYMENT M&S SIMPLY FOOD 3Aug19,-12.19,DEB
24139295,SUNDRY DEBIT KRISPY KREME  ON 24 Aug,-15.56,FPO
24139296,macdonalds CONTACTLESS ON 2019-7-23,-18.26,DEB
24139297,Fin: STRBCKS ON 6 Jul CARD PAYMENT,-11.36,DEB
24139298,CARD PAYMENT lidl,-22.78,DEB
24139299,SUNDRY DEBIT  jurys inn,-13.74,FPO
24139300,Fin: aldi ON 2019-7-12,-19.85,FPO
24139301,JURYS INN 23Jul19 VIA FASTER PAYMENT,-7.34,FPO
24139302,macdonalds  ON 2019-7-1,-10.47,FPO
24139303,ON 2019-8-8  TRAVELODGE,-20.73,CSH
24139304,filling station,-2.42,DEB
24139305,Sundry debit: costa coffee ON 2019-7-26 CARD PAYMENT,-24.09,DEB
24139306,dixons carphone warehouse 16Jul19,-18.42,CSH
24139307,ON 17 Jul AIRBNB CONTACTLESS,-22.11,DEB
24139308,Fin:   aldi,-27.41,DEB
24139309,SUNDRY DEBIT yo sushi  CONTACTLESS,-4.54,DEB
24139310,SUNDRY DEBIT VIA MOBILE ONLINE BARBURRITO ON 18 Jul,-9.91,MPO
24139311,barburrito  ON 24 Aug,-1.76,DEB
24139312,DELIVEROO.CO.UK,-8.62,DEB
24139313,Sundry debit: sainsburys heathrow intl ON 2019-7-12 CARD PAYMENT,-19.67,DEB
24139314,lidl,-15.21,DEB
24139315,FASTER PAYMENTS OUT krispy kreme,-4.15,FPO
24139316,HILTON HOTELS  ON 19 Aug,-13.06,DEB
24139317,ON 18 Aug HOTEL IBIS VIA MOBILE,-16.8,MPO
24139318,ON 2019-8-2 uber eats,-5.21,DEB
24139319,Fin: WETHERSPOONS CARD PAYMENT,-14.46,DEB
24139320,airbnb ON 2019-7-12 CARD PAYMENT,-4.68,DEB
24139321,EASYJET INFLIGHT MEALS 23Aug19 CONTACTLESS,-19.23,DEB
24139322,greggs plc 20Aug19 CARD PAYMENT,-23.7,DEB
24139323,KFC ON 16 Jul,-6.2,CSH
24139324,10Aug19 MACDONALDS,-18.53,CSH
24139325,SUNDRY DEBIT ON 3 Jul  dominos pizza uk,-8.4,DEB
24139326,22Aug19 BARBURRITO,-9.18,CSH
24139327,Sundry debit:  aldi,-24.58,DEB
24139328,booking.com ON 2019-7-10,-27.09,CSH
24139329,Sundry debit: CAFFE NERO,-13.18,DEB
24139330,PRET A MANGER  ON 2019-8-5,-15.07,CSH
24139331,30Jul19 HOTEL IBIS,-10.72,DEB
24139332,SUNDRY DEBIT CONTACTLESS  wagamamas,-2.66,DEB
24139333,Fin: CARD PAYMENT ON 2019-7-10 airbnb,-6.78,DEB
24139334,Fin: CONTACTLESS starbucks,-17.97,DEB
24139335,ON 18 Aug MACDONALDS,-5.71,CSH
24139336,LEON,-17.74,CSH
24139337,SUNDRY DEBIT premier inn VIA MOBILE ON 2019-7-29,-24.84,MPO
24139338,24Aug19 waitrose CARD PAYMENT,-11.34,DEB
24139339,Sundry debit: ON 22 Aug greggs plc CONTACTLESS,-17.52,DEB
24139340,1Jul19 macdonalds,-14.85,DEB
24139341,starbucks,-15.6,DEB
24139342,SUNDRY DEBIT  ALDI ON 2019-8-21,-16.8,CSH
24139343,6Aug19  STARBUCKS,-16.55,DEB
24139344,SUNDRY DEBIT  CARD PAYMENT dominos pizza uk,-15.34,DEB
24139345,SUNDRY DEBIT ON 2019-8-12  WETHERSPOONS,-18.77,CSH
24139346,SUNDRY DEBIT PREMIER INN CONTACTLESS,-12.1,DEB
24139347,Fin:   tesco metro,-24.93,DEB
24139348,BOOKING.COM,-17.62,DEB
24139349,ON 19 Aug  ALDI,-16.59,CSH
24139350,Fin: ON 16 Jul  JURYS INN,-10.27,MPO
24139351,asda ON 2019-8-18,-24.41,MPO
24139352,Fin: 28Jul19 starbucks CARD PAYMENT,-7.95,DEB
24139353,dominos pizza uk,-20.54,FPO
24139354,ON 2019-7-1 PRET A MANGER,-12.63,CSH
24139355,WAITROSE ON 5 Aug CARD PAYMENT,-5.01,DEB
24139356,Sundry debit: PRET A MANGER  ON 2019-8-4,-26.45,DEB
24139357,STARBUCKS,-11.66,DEB
24139358,THE HOUSE OF BRUAR PITLOCHRY,-13.98,DEB
24139359,Fin: ON 2019-7-28 WAITROSE VIA FASTER PAYMENT,-21.43,FPO
24139360,28Aug19  tesco metro,-13.55,DEB
24139361,SUNDRY DEBIT   UPPER CRUST,-10.43,DEB
24139362,gwr food on train ON 21 Aug,-15.13,DEB
24139363,airbnb,-20.39,CSH
24139364,5Aug19 costa coffee,-12.61,DEB
24139365,TESCO METRO 3Jul19,-5.21,DEB
24139366,UBER EATS,-13.9,DEB
24139367,SUNDRY DEBIT  nandos 31Jul19,-16.74,DEB
24139368,Sundry debit:   JURYS INN,-12.78,DEB
24139369,SUNDRY DEBIT YO SUSHI,-17.06,DEB
24139370,25Aug19 EASYJET INFLIGHT MEALS,-21.64,CSH
24139371,31Jul19  giraffe,-12.87,CSH
24139372,ON 2019-7-15 starbucks,-5.57,CSH
24139373,MACDONALDS Cash at Transact,-17.71,CSH
24139374,dominos pizza uk ON 2 Aug,-22.11,CSH
24139375,krispy kreme,-15.32,CSH
24139376,Fin: leon 3Jul19,-7.0,DEB
24139377,SUNDRY DEBIT ON 19 Aug CARD PAYMENT LIDL,-5.57,DEB
24139378,ON 5 Jul kfc,-9.45,DEB
24139379,ON 2019-8-9  MACDONALDS,-17.91,DEB
24139380,MACDONALDS,-15.96,CSH
24139381,STARBUCKS,-3.03,CSH
24139382,SUNDRY DEBIT ON 2019-8-29 COSTA COFFEE CONTACTLESS,-17.76,DEB
24139383,11Aug19 TESCO METRO,-16.9,DEB
24139384,ON 2019-7-11 macdonalds,-16.33,DEB
24139385,SUNDRY DEBIT CARD PAYMENT KFC 23Aug19,-24.24,DEB
24139386,oink,-11.43,CSH
24139387,Sundry debit: CONTACTLESS  JURYS INN,-10.53,DEB
24139388,TESCO GARAGE,-18.51,FPO
24139389,ON 2019-8-10  easyjet inflight meals,-16.47,CSH
24139390,ON 26 Aug carrefour,-24.6,CSH
24139391,BARBURRITO,-22.28,DEB
24139392,airbnb ON 11 Jul,-15.47,DEB
24139393,GWR FOOD ON TRAIN,-8.75,FPO
24139394,Fin: cineworld ON 2019-8-18,-21.88,CSH
24139395,oink,-2.77,DEB
24139396,TESCO GARAGE,-17.94,DEB
24139397,greggs plc,-7.0,DEB
24139398,CONTACTLESS PREMIER INN 9Jul19,-22.64,DEB
24139399,CARD PAYMENT just eat,-1.65,DEB
24139400,travelodge,-15.28,CSH
24139401,yo sushi,-14.73,CSH
24139402,Sundry debit:  KFC,-19.29,DEB
24139403,SUNDRY DEBIT macdonalds CONTACTLESS ON 30 Jul,-21.79,DEB
24139404,CARD PAYMENT COSTA COFFEE,-17.58,DEB
24139405,CONTACTLESS  WAGAMAMAS,-19.82,DEB
24139406,wetherspoons,-16.2,MPO
24139407,SUNDRY DEBIT  SAINSBURYS HEATHROW INTL ON 2019-8-30,-18.7,CSH
24139408,Fin:   LEON,-17.59,CSH
24139409,leon ON 2019-8-14,-9.72,CSH
24139410,LEON  ON 2019-7-30,-26.02,FPO
24139411,CONTACTLESS LEONARDO HOTEL,-11.77,DEB
24139412,Fin: tesco metro ON 2019-8-22 CONTACTLESS,-22.3,DEB
24139413,Fin: starbucks Cash at Transact ON 29 Aug,-3.6,CSH
24139414,WETHERSPOONS ON 22 Jul,-31.93,DEB
24139415,Fin: AIRBNB CARD PAYMENT,-21.73,DEB
24139416,WETHERSPOONS CARD PAYMENT 30Jul19,-21.25,DEB
24139417,Fin: asda  CARD PAYMENT,-18.56,DEB
24139418,ASDA ON 2019-8-1 CARD PAYMENT,-4.68,DEB
24139419,SUNDRY DEBIT kfc,-11.54,CSH
24139420,29Jul19 TESCO METRO,-24.62,CSH
24139421,ON 2019-8-17 PRET A MANGER,-18.07,CSH
24139422,SUNDRY DEBIT WETHERSPOONS  Cash at Transact,-19.53,CSH
24139423,greggs plc 9Aug19,-8.17,DEB
24139424,SUNDRY DEBIT  HILTON HOTELS ON 21 Jul,-20.93,FPO
24139425,SUNDRY DEBIT ON 28 Jul  NANDOS,-4.68,CSH
24139426,Sundry debit: travelodge CONTACTLESS,-17.56,DEB
24139427,Sundry debit:  OINK,-22.48,CSH
24139428,Sundry debit: CARD PAYMENT just eat,-21.31,DEB
24139429,TESCO METRO,-18.92,DEB
24139430,VIA MOBILE ONLINE 26Jul19 WETHERSPOONS,-24.37,MPO
24139431,Sundry debit:  barburrito,-10.25,DEB
24139432,SUNDRY DEBIT  LEON,-8.12,DEB
24139433,MACDONALDS,-12.3,DEB
24139434,pret a manger ON 2019-7-28,-19.93,DEB
24139435,CONTACTLESS uber eats,-8.46,DEB
24139436,Fin: PRET A MANGER,-12.55,CSH
24139437,AIRBNB Apple Pay,-19.55,MPO
24139438,SUNDRY DEBIT   macdonalds,-18.08,DEB
24139439,ON 2019-8-21  COSTA COFFEE,-7.73,DEB
24139440,travelodge,-13.74,MPO
24139441,Sundry debit: TESCO METRO CONTACTLESS 23Aug19,-12.41,DEB
24139442,WAGAMAMAS  ON 2019-8-10,-24.0,FPO
24139443,SUNDRY DEBIT VIA FASTER PAYMENT KRISPY KREME ON 2019-7-3,-16.19,FPO
24139444,CONTACTLESS  PRET A MANGER,-8.45,DEB
24139445,Sundry debit:  booking.com,-23.51,DEB
24139446,PRET A MANGER,-9.48,CSH
24139447,Sundry debit: Apple Pay kfc,-13.89,MPO
24139448,CARD PAYMENT EASYJET INFLIGHT MEALS,-8.65,DEB
24139449,Sundry debit:   GREGGS PLC,-26.3,DEB
24139450,SUNDRY DEBIT upper crust,-16.28,CSH
24139451,nandos CONTACTLESS,-22.95,DEB
24139452,CONTACTLESS WETHERSPOONS,-2.4,DEB
24139453,tesco metro,-12.89,CSH
24139454,CARD PAYMENT ALDI,-29.13,DEB
24139455,Fin: leon CONTACTLESS 25Jul19,-13.61,DEB
24139456,ON 21 Aug  pret a manger,-7.73,DEB
24139457,best western CONTACTLESS ON 18 Aug,-5.35,DEB
24139458,Sundry debit: starbucks Cash at Transact 31Aug19,-12.71,CSH
24139459,SUNDRY DEBIT  booking.com CARD PAYMENT,-16.46,DEB
24139460,FASTER PAYMENTS OUT greggs plc,-24.92,FPO
24139461,Fin:   wagamamas,-21.48,DEB
24139462,COSTA COFFEE,-15.16,DEB
24139463,WETHERSPOONS 13Jul19 CONTACTLESS,-12.77,DEB
24139464,Fin: 14Aug19 CARD PAYMENT costa coffee,-19.14,DEB
