bank_transaction_id,bank_transaction_category,bank_transaction_dataset
21795882,INSURANCE,TRAIN
21795883,INSURANCE,TRAIN
21795884,INSURANCE,TRAIN
21795885,INSURANCE,TRAIN
21795886,INSURANCE,TRAIN
21795887,INSURANCE,TRAIN
21795888,INSURANCE,TRAIN
21795889,INSURANCE,TRAIN
21795890,INSURANCE,TRAIN
21795891,INSURANCE,TRAIN
21795892,INSURANCE,TRAIN
21795893,INSURANCE,TRAIN
21795894,INSURANCE,TRAIN
21795895,INSURANCE,TRAIN
21795896,INSURANCE,TRAIN
21795897,INSURANCE,TRAIN
21795898,INSURANCE,TRAIN
21795899,INSURANCE,TRAIN
21795900,INSURANCE,TRAIN
21795901,INSURANCE,TRAIN
21795902,INSURANCE,TRAIN
21795903,INSURANCE,TRAIN
21795904,INSURANCE,TRAIN
21795905,INSURANCE,TRAIN
21795906,INSURANCE,TRAIN
21795907,INSURANCE,TRAIN
21795908,INSURANCE,TRAIN
21795909,INSURANCE,TRAIN
21795910,INSURANCE,TRAIN
21795911,INSURANCE,TRAIN
21795912,INSURANCE,TRAIN
21795913,INSURANCE,TRAIN
21795914,INSURANCE,TRAIN
21795915,INSURANCE,TRAIN
21795916,INSURANCE,TRAIN
21795917,INSURANCE,TRAIN
21795918,INSURANCE,TRAIN
21795919,INSURANCE,TRAIN
21795920,INSURANCE,TRAIN
21795921,INSURANCE,TRAIN
21795922,INSURANCE,TRAIN
21795923,INSURANCE,TRAIN
21795924,INSURANCE,TRAIN
21795925,INSURANCE,TRAIN
21795926,INSURANCE,TRAIN
21795927,INSURANCE,TRAIN
21795928,INSURANCE,TRAIN
21795929,INSURANCE,TRAIN
21795930,INSURANCE,TRAIN
21795931,INSURANCE,TRAIN
21795932,INSURANCE,TRAIN
21795933,INSURANCE,TRAIN
21795934,INSURANCE,TRAIN
21795935,INSURANCE,TRAIN
21795936,INSURANCE,TRAIN
21795937,INSURANCE,TRAIN
21795938,INSURANCE,TRAIN
21795939,INSURANCE,TRAIN
21795940,INSURANCE,TRAIN
21795941,INSURANCE,TRAIN
21795942,INSURANCE,TRAIN
21795943,INSURANCE,TRAIN
21795944,INSURANCE,TRAIN
21795945,INSURANCE,TRAIN
21795946,INSURANCE,TRAIN
21795947,INSURANCE,TRAIN
21795948,INSURANCE,TRAIN
21795949,INSURANCE,TRAIN
21795950,INSURANCE,TRAIN
21795951,INSURANCE,TRAIN
21795952,INSURANCE,TRAIN
21795953,INSURANCE,TRAIN
21795954,INSURANCE,TRAIN
21795955,INSURANCE,TRAIN
21795956,INSURANCE,TRAIN
21795957,INSURANCE,TRAIN
21795958,INSURANCE,TRAIN
21795959,INSURANCE,TRAIN
21795960,INSURANCE,TRAIN
21795961,INSURANCE,TRAIN
21795962,INSURANCE,TRAIN
21795963,INSURANCE,TRAIN
21795964,INSURANCE,TRAIN
21795965,INSURANCE,TRAIN
21795966,INSURANCE,TRAIN
21795967,INSURANCE,TRAIN
21795968,INSURANCE,TRAIN
21795969,INSURANCE,TRAIN
21795970,INSURANCE,TRAIN
21795971,INSURANCE,TRAIN
21795972,INSURANCE,TRAIN
21795973,INSURANCE,TRAIN
21795974,INSURANCE,TRAIN
21795975,INSURANCE,TRAIN
21795976,INSURANCE,TRAIN
21795977,INSURANCE,TRAIN
21795978,INSURANCE,TRAIN
21795979,INSURANCE,TRAIN
21795980,INSURANCE,TRAIN
21795981,INSURANCE,TRAIN
21795982,INSURANCE,TRAIN
21795983,INSURANCE,TRAIN
21795984,INSURANCE,TRAIN
21795985,INSURANCE,TRAIN
21795986,INSURANCE,TRAIN
21795987,INSURANCE,TRAIN
21795988,INSURANCE,TRAIN
21795989,INSURANCE,TRAIN
21795990,INSURANCE,TRAIN
21795991,INSURANCE,TRAIN
21795992,INSURANCE,TRAIN
21795993,INSURANCE,TRAIN
21795994,INSURANCE,TRAIN
21795995,INSURANCE,TRAIN
21795996,INSURANCE,TRAIN
21795997,INSURANCE,TRAIN
21795998,INSURANCE,TRAIN
21795999,INSURANCE,TRAIN
21796000,INSURANCE,TRAIN
21796001,INSURANCE,TRAIN
21796002,INSURANCE,TRAIN
21796003,INSURANCE,TRAIN
21796004,INSURANCE,TRAIN
21796005,INSURANCE,TRAIN
21796006,INSURANCE,TRAIN
21796007,INSURANCE,TRAIN
21796008,INSURANCE,TRAIN
21796009,INSURANCE,TRAIN
21796010,INSURANCE,TRAIN
21796011,INSURANCE,TRAIN
21796012,INSURANCE,TRAIN
21796013,INSURANCE,TRAIN
21796014,INSURANCE,TRAIN
21796015,INSURANCE,TRAIN
21796016,INSURANCE,TRAIN
21796017,INSURANCE,TRAIN
21796018,INSURANCE,TRAIN
21796019,INSURANCE,TRAIN
21796020,INSURANCE,TRAIN
21796021,INSURANCE,TRAIN
21796022,INSURANCE,TRAIN
21796023,INSURANCE,TRAIN
21796024,INSURANCE,TRAIN
21796025,INSURANCE,TRAIN
21796026,INSURANCE,TRAIN
21796027,INSURANCE,TRAIN
21796028,INSURANCE,TRAIN
21796029,INSURANCE,TRAIN
21796030,INSURANCE,TRAIN
21796031,INSURANCE,TRAIN
21796032,INSURANCE,TRAIN
21796033,INSURANCE,TRAIN
21796034,INSURANCE,TRAIN
21796035,INSURANCE,TRAIN
21796036,INSURANCE,TRAIN
21796037,INSURANCE,TRAIN
21796038,INSURANCE,TRAIN
21796039,INSURANCE,TRAIN
21796040,INSURANCE,TRAIN
21796041,INSURANCE,TRAIN
21796042,INSURANCE,TRAIN
21796043,INSURANCE,TRAIN
21796044,INSURANCE,TRAIN
21796045,INSURANCE,TRAIN
21796046,INSURANCE,TRAIN
21796047,INSURANCE,TRAIN
21796048,INSURANCE,TRAIN
21796049,INSURANCE,TRAIN
21796050,INSURANCE,TRAIN
21796051,INSURANCE,TRAIN
21796052,INSURANCE,TRAIN
21796053,INSURANCE,TRAIN
21796054,INSURANCE,TRAIN
21796055,INSURANCE,TRAIN
21796056,INSURANCE,TRAIN
21796057,INSURANCE,TRAIN
21796058,INSURANCE,TRAIN
21796059,INSURANCE,TRAIN
21796060,INSURANCE,TRAIN
21796061,INSURANCE,TRAIN
21796062,INSURANCE,TRAIN
21796063,INSURANCE,TRAIN
21796064,INSURANCE,TRAIN
21796065,INSURANCE,TRAIN
21796066,INSURANCE,TRAIN
21796067,INSURANCE,TRAIN
21796068,INSURANCE,TRAIN
21796069,INSURANCE,TRAIN
21796070,INSURANCE,TRAIN
21796071,INSURANCE,TRAIN
21796072,INSURANCE,TRAIN
21796073,INSURANCE,TRAIN
21796074,INSURANCE,TRAIN
21796075,INSURANCE,TRAIN
21796076,INSURANCE,TRAIN
21796077,INSURANCE,TRAIN
21796078,INSURANCE,TRAIN
21796079,INSURANCE,TRAIN
21796080,INSURANCE,TRAIN
21796081,INSURANCE,TRAIN
21796082,INSURANCE,TRAIN
21796083,INSURANCE,TRAIN
21796084,INSURANCE,TRAIN
21796085,INSURANCE,TRAIN
21796086,INSURANCE,TRAIN
21796087,INSURANCE,TRAIN
21796088,INSURANCE,TRAIN
21796089,INSURANCE,TRAIN
21796090,INSURANCE,TRAIN
21796091,INSURANCE,TRAIN
21796092,INSURANCE,TRAIN
21796093,INSURANCE,TRAIN
21796094,INSURANCE,TRAIN
21796095,INSURANCE,TRAIN
21796096,INSURANCE,TRAIN
21796097,INSURANCE,TRAIN
21796098,INSURANCE,TRAIN
21796099,INSURANCE,TRAIN
21796100,INSURANCE,TRAIN
21796101,INSURANCE,TRAIN
21796102,INSURANCE,TRAIN
21796103,INSURANCE,TRAIN
21796104,INSURANCE,TRAIN
21796105,INSURANCE,TRAIN
21796106,INSURANCE,TRAIN
21796107,INSURANCE,TRAIN
21796108,INSURANCE,TRAIN
21796109,INSURANCE,TRAIN
21796110,INSURANCE,TRAIN
21796111,INSURANCE,TRAIN
21796112,INSURANCE,TRAIN
21796113,INSURANCE,TRAIN
21796114,INSURANCE,TRAIN
21796115,INSURANCE,TRAIN
21796116,INSURANCE,TRAIN
21796117,INSURANCE,TRAIN
21796118,INSURANCE,TRAIN
21796119,INSURANCE,TRAIN
21796120,INSURANCE,TRAIN
21796121,INSURANCE,TRAIN
21796122,INSURANCE,TRAIN
21796123,INSURANCE,TRAIN
21796124,INSURANCE,TRAIN
21796125,INSURANCE,TRAIN
21796126,INSURANCE,TRAIN
21796127,INSURANCE,TRAIN
21796128,INSURANCE,TRAIN
21796129,INSURANCE,TRAIN
21796130,INSURANCE,TRAIN
21796131,INSURANCE,TRAIN
21796132,INSURANCE,TRAIN
21796133,INSURANCE,TRAIN
21796134,INSURANCE,TRAIN
21796135,INSURANCE,TRAIN
21796136,INSURANCE,TRAIN
21796137,INSURANCE,TRAIN
21796138,INSURANCE,TRAIN
21796139,INSURANCE,TRAIN
21796140,INSURANCE,TRAIN
21796141,INSURANCE,TRAIN
21796142,INSURANCE,TRAIN
21796143,INSURANCE,TRAIN
21796144,INSURANCE,TRAIN
21796145,INSURANCE,TRAIN
21796146,INSURANCE,TRAIN
21796147,INSURANCE,TRAIN
21796148,INSURANCE,TRAIN
21796149,INSURANCE,TRAIN
21796150,INSURANCE,TRAIN
21796151,INSURANCE,TRAIN
21796152,INSURANCE,TRAIN
21796153,INSURANCE,TRAIN
21796154,INSURANCE,TRAIN
21796155,INSURANCE,TRAIN
21796156,INSURANCE,TRAIN
21796157,INSURANCE,TRAIN
21796158,INSURANCE,TRAIN
21796159,INSURANCE,TRAIN
21796160,INSURANCE,TRAIN
21796161,INSURANCE,TRAIN
21796162,INSURANCE,TRAIN
21796163,INSURANCE,TRAIN
21796164,INSURANCE,TRAIN
21796165,INSURANCE,TRAIN
21796166,INSURANCE,TRAIN
21796167,INSURANCE,TRAIN
21796168,INSURANCE,TRAIN
21796169,INSURANCE,TRAIN
21796170,INSURANCE,TRAIN
21796171,INSURANCE,TRAIN
21796172,INSURANCE,TRAIN
21796173,INSURANCE,TRAIN
21796174,INSURANCE,TRAIN
21796175,INSURANCE,TRAIN
21796176,INSURANCE,TRAIN
21796177,INSURANCE,TRAIN
21796178,INSURANCE,TRAIN
21796179,INSURANCE,TRAIN
21796180,INSURANCE,TRAIN
21796181,INSURANCE,TRAIN
21796182,INSURANCE,TRAIN
21796183,INSURANCE,TRAIN
21796184,INSURANCE,TRAIN
21796185,INSURANCE,TRAIN
21796186,INSURANCE,TRAIN
21796187,INSURANCE,TRAIN
21796188,INSURANCE,TRAIN
21796189,INSURANCE,TRAIN
21796190,INSURANCE,TRAIN
21796191,INSURANCE,TRAIN
21796192,INSURANCE,TRAIN
21796193,INSURANCE,TRAIN
21796194,INSURANCE,TRAIN
24137830,TRAVEL,VAL
24137831,TRAVEL,VAL
24137832,TRAVEL,VAL
24137833,TRAVEL,VAL
24137834,TRAVEL,VAL
24137835,TRAVEL,VAL
24137836,TRAVEL,VAL
24137837,TRAVEL,VAL
24137838,TRAVEL,VAL
24137839,TRAVEL,VAL
24137840,TRAVEL,VAL
24137841,TRAVEL,VAL
24137842,TRAVEL,VAL
24137843,TRAVEL,VAL
24137844,TRAVEL,VAL
24137845,TRAVEL,VAL
24137846,TRAVEL,VAL
24137847,TRAVEL,VAL
24137848,TRAVEL,VAL
24137849,TRAVEL,VAL
24137850,TRAVEL,VAL
24137851,TRAVEL,VAL
24137852,TRAVEL,VAL
24137853,TRAVEL,VAL
24137854,TRAVEL,VAL
24137855,TRAVEL,VAL
24137856,TRAVEL,VAL
24137857,TRAVEL,VAL
24137858,TRAVEL,VAL
24137859,TRAVEL,VAL
24137860,TRAVEL,VAL
24137861,TRAVEL,VAL
24137862,TRAVEL,VAL
24137863,TRAVEL,VAL
24137864,TRAVEL,VAL
24137865,TRAVEL,VAL
24137866,TRAVEL,VAL
24137867,TRAVEL,VAL
24137868,TRAVEL,VAL
24137869,TRAVEL,VAL
24137870,TRAVEL,VAL
24137871,TRAVEL,VAL
24137872,TRAVEL,VAL
24137873,TRAVEL,VAL
24137874,TRAVEL,VAL
24137875,TRAVEL,VAL
24137876,TRAVEL,VAL
24137877,TRAVEL,VAL
24137878,TRAVEL,VAL
24137879,TRAVEL,VAL
24137880,TRAVEL,VAL
24137881,TRAVEL,VAL
24137882,TRAVEL,VAL
24137883,TRAVEL,VAL
24137884,TRAVEL,VAL
24137885,TRAVEL,VAL
24137886,TRAVEL,VAL
24137887,TRAVEL,VAL
24137888,TRAVEL,VAL
24137889,TRAVEL,VAL
24137890,TRAVEL,VAL
24137891,TRAVEL,VAL
24137892,TRAVEL,VAL
24137893,TRAVEL,VAL
24137894,TRAVEL,VAL
24137895,TRAVEL,VAL
24137896,TRAVEL,VAL
24137897,TRAVEL,VAL
24137898,TRAVEL,VAL
24137899,TRAVEL,VAL
24137900,TRAVEL,VAL
24137901,TRAVEL,VAL
24137902,TRAVEL,VAL
24137903,TRAVEL,VAL
24137904,TRAVEL,VAL
24137905,TRAVEL,VAL
24137906,TRAVEL,VAL
24137907,TRAVEL,VAL
24137908,TRAVEL,VAL
24137909,TRAVEL,VAL
24137910,TRAVEL,VAL
24137911,TRAVEL,VAL
24137912,TRAVEL,VAL
24137913,TRAVEL,VAL
24137914,TRAVEL,VAL
24137915,TRAVEL,VAL
24137916,TRAVEL,VAL
24137917,TRAVEL,VAL
24137918,TRAVEL,VAL
24137919,TRAVEL,VAL
24137920,TRAVEL,VAL
24137921,TRAVEL,VAL
24137922,TRAVEL,VAL
24137923,TRAVEL,VAL
24137924,TRAVEL,VAL
24137925,TRAVEL,VAL
24137926,TRAVEL,VAL
24137927,TRAVEL,VAL
24137928,TRAVEL,VAL
24137929,TRAVEL,VAL
24137930,TRAVEL,VAL
24137931,TRAVEL,VAL
24137932,TRAVEL,VAL
24137933,TRAVEL,VAL
24137934,TRAVEL,VAL
24137935,TRAVEL,VAL
24137936,TRAVEL,VAL
24137937,TRAVEL,VAL
24137938,TRAVEL,VAL
24137939,TRAVEL,VAL
24137940,TRAVEL,VAL
24137941,TRAVEL,VAL
24137942,TRAVEL,VAL
24137943,TRAVEL,VAL
24137944,TRAVEL,VAL
24137945,TRAVEL,VAL
24137946,TRAVEL,VAL
24137947,TRAVEL,VAL
24137948,TRAVEL,VAL
24137949,TRAVEL,VAL
24137950,TRAVEL,VAL
24137951,TRAVEL,VAL
24137952,TRAVEL,VAL
24137953,TRAVEL,VAL
24137954,TRAVEL,VAL
24137955,TRAVEL,VAL
24137956,TRAVEL,VAL
24137957,TRAVEL,VAL
24137958,TRAVEL,VAL
24137959,TRAVEL,VAL
24137960,TRAVEL,VAL
24137961,TRAVEL,VAL
24137962,TRAVEL,VAL
24137963,TRAVEL,VAL
24137964,TRAVEL,VAL
24137965,TRAVEL,VAL
24137966,TRAVEL,VAL
24137967,TRAVEL,VAL
24137968,TRAVEL,VAL
24137969,TRAVEL,VAL
24137970,TRAVEL,VAL
24137971,TRAVEL,VAL
24137972,TRAVEL,VAL
24137973,TRAVEL,VAL
24137974,TRAVEL,VAL
24137975,TRAVEL,VAL
24137976,TRAVEL,VAL
24137977,TRAVEL,VAL
24137978,TRAVEL,VAL
24137979,TRAVEL,VAL
24137980,TRAVEL,VAL
24137981,TRAVEL,VAL
24137982,TRAVEL,VAL
24137983,TRAVEL,VAL
24137984,TRAVEL,VAL
24137985,TRAVEL,VAL
24137986,TRAVEL,VAL
24137987,TRAVEL,VAL
24137988,TRAVEL,VAL
24137989,TRAVEL,VAL
24137990,TRAVEL,VAL
24137991,TRAVEL,VAL
24137992,TRAVEL,VAL
24137993,TRAVEL,VAL
24137994,TRAVEL,VAL
24137995,TRAVEL,VAL
24137996,TRAVEL,VAL
24137997,TRAVEL,VAL
24137998,TRAVEL,VAL
24137999,TRAVEL,VAL
24138000,TRAVEL,VAL
24138001,TRAVEL,VAL
24138002,TRAVEL,VAL
24138003,TRAVEL,VAL
24138004,TRAVEL,VAL
24138005,TRAVEL,VAL
24138006,TRAVEL,VAL
24138007,TRAVEL,VAL
24138008,TRAVEL,VAL
24138009,TRAVEL,VAL
24138010,TRAVEL,VAL
24138011,TRAVEL,VAL
24138012,TRAVEL,VAL
24138013,TRAVEL,VAL
24138014,TRAVEL,VAL
24138015,TRAVEL,VAL
24138016,TRAVEL,VAL
24138017,TRAVEL,VAL
24138018,TRAVEL,VAL
24138019,TRAVEL,VAL
24138020,TRAVEL,VAL
24138021,TRAVEL,VAL
24138022,TRAVEL,VAL
24138023,TRAVEL,VAL
24138024,TRAVEL,VAL
24138025,TRAVEL,VAL
24138026,TRAVEL,VAL
24138027,TRAVEL,VAL
24138028,TRAVEL,VAL
24138029,TRAVEL,VAL
24138030,TRAVEL,VAL
24138031,TRAVEL,VAL
24138032,TRAVEL,VAL
24138033,TRAVEL,VAL
24138034,TRAVEL,VAL
24138035,TRAVEL,VAL
24138036,TRAVEL,VAL
24138037,TRAVEL,VAL
24138038,TRAVEL,VAL
24138039,TRAVEL,VAL
24138040,TRAVEL,VAL
24138041,TRAVEL,VAL
24138042,TRAVEL,VAL
24138043,TRAVEL,VAL
24138044,TRAVEL,VAL
24138045,TRAVEL,VAL
24138046,TRAVEL,VAL
24138047,TRAVEL,VAL
24138048,TRAVEL,VAL
24138049,TRAVEL,VAL
24138050,TRAVEL,VAL
24138051,TRAVEL,VAL
24138052,TRAVEL,VAL
24138053,TRAVEL,VAL
24138054,TRAVEL,VAL
24138055,TRAVEL,VAL
24138056,TRAVEL,VAL
24138057,TRAVEL,VAL
24138058,TRAVEL,VAL
24138059,TRAVEL,VAL
24138060,TRAVEL,VAL
24138061,TRAVEL,VAL
24138062,TRAVEL,VAL
24138063,TRAVEL,VAL
24138064,TRAVEL,VAL
24138065,TRAVEL,VAL
24138066,TRAVEL,VAL
24138067,TRAVEL,VAL
24138068,TRAVEL,VAL
24138069,TRAVEL,VAL
24138070,TRAVEL,VAL
24138071,TRAVEL,VAL
24138072,TRAVEL,VAL
24138073,TRAVEL,VAL
24138074,TRAVEL,VAL
24138075,TRAVEL,VAL
24138076,TRAVEL,VAL
24138077,TRAVEL,VAL
24138078,TRAVEL,VAL
24138079,TRAVEL,VAL
24138080,TRAVEL,VAL
24138081,TRAVEL,VAL
24138082,TRAVEL,VAL
24138083,TRAVEL,VAL
24138084,TRAVEL,VAL
24138085,TRAVEL,VAL
24138086,TRAVEL,VAL
24138087,TRAVEL,VAL
24138088,TRAVEL,VAL
24138089,TRAVEL,VAL
24138090,TRAVEL,VAL
24138091,TRAVEL,VAL
24138092,TRAVEL,VAL
24138093,TRAVEL,VAL
24138094,TRAVEL,VAL
24138095,TRAVEL,VAL
24138096,TRAVEL,VAL
24138097,TRAVEL,VAL
24138098,TRAVEL,VAL
24138099,TRAVEL,VAL
24138100,TRAVEL,VAL
24138101,TRAVEL,VAL
24138102,TRAVEL,VAL
24138103,TRAVEL,VAL
24138104,TRAVEL,VAL
24138105,TRAVEL,VAL
24138106,TRAVEL,VAL
24138107,TRAVEL,VAL
24138108,TRAVEL,VAL
24138109,TRAVEL,VAL
24138110,TRAVEL,VAL
24138111,TRAVEL,VAL
24138112,TRAVEL,VAL
24138113,TRAVEL,VAL
24138114,TRAVEL,VAL
24138115,TRAVEL,VAL
24138116,TRAVEL,VAL
24138117,TRAVEL,VAL
24138118,TRAVEL,VAL
24138119,TRAVEL,VAL
24138120,TRAVEL,VAL
24138121,TRAVEL,VAL
24138122,TRAVEL,VAL
24138123,TRAVEL,VAL
24138124,TRAVEL,VAL
24138125,TRAVEL,VAL
24138126,TRAVEL,VAL
24138127,TRAVEL,VAL
24138128,TRAVEL,VAL
24138129,TRAVEL,VAL
24138130,TRAVEL,VAL
24138131,TRAVEL,VAL
24138132,TRAVEL,VAL
24138133,TRAVEL,VAL
24138134,TRAVEL,VAL
24138135,TRAVEL,VAL
24138136,TRAVEL,VAL
24138137,TRAVEL,VAL
24138138,TRAVEL,VAL
24138139,TRAVEL,VAL
24138140,TRAVEL,VAL
24138141,TRAVEL,VAL
24138142,TRAVEL,VAL
24138143,TRAVEL,VAL
24138144,TRAVEL,VAL
24138145,TRAVEL,VAL
24138146,TRAVEL,VAL
24138147,TRAVEL,VAL
24138148,TRAVEL,VAL
24138149,TRAVEL,VAL
24138150,TRAVEL,VAL
24138151,TRAVEL,VAL
24138152,TRAVEL,VAL
24138153,TRAVEL,VAL
24138154,TRAVEL,VAL
24138155,TRAVEL,VAL
24138156,TRAVEL,VAL
24138157,TRAVEL,VAL
24138158,TRAVEL,VAL
24138159,TRAVEL,VAL
24138160,TRAVEL,VAL
24138161,TRAVEL,VAL
24138162,TRAVEL,VAL
24138163,TRAVEL,VAL
24138164,TRAVEL,VAL
24138165,TRAVEL,VAL
24138166,TRAVEL,VAL
24138167,TRAVEL,VAL
24138168,TRAVEL,VAL
24138169,TRAVEL,VAL
24138170,TRAVEL,VAL
24138171,TRAVEL,VAL
24138172,TRAVEL,VAL
24138173,TRAVEL,VAL
24138174,TRAVEL,VAL
24138175,TRAVEL,VAL
24138176,TRAVEL,VAL
24138177,TRAVEL,VAL
24138178,TRAVEL,VAL
24138179,TRAVEL,VAL
24138180,TRAVEL,VAL
24138181,TRAVEL,VAL
24138182,TRAVEL,VAL
24138183,TRAVEL,VAL
24138184,TRAVEL,VAL
24138185,TRAVEL,VAL
24138186,TRAVEL,VAL
24138187,TRAVEL,VAL
24138188,TRAVEL,VAL
24138189,TRAVEL,VAL
24138190,TRAVEL,VAL
24138191,TRAVEL,VAL
24138192,TRAVEL,VAL
24138193,TRAVEL,VAL
24138194,TRAVEL,VAL
24138195,TRAVEL,VAL
24138196,TRAVEL,VAL
24138197,TRAVEL,VAL
24138198,TRAVEL,VAL
24138199,TRAVEL,VAL
24138200,TRAVEL,VAL
24138201,TRAVEL,VAL
24138202,TRAVEL,VAL
24138203,TRAVEL,VAL
24138204,TRAVEL,VAL
24138205,TRAVEL,VAL
24138206,TRAVEL,VAL
24138207,TRAVEL,VAL
24138208,TRAVEL,VAL
24138209,TRAVEL,VAL
24138210,TRAVEL,VAL
24138211,TRAVEL,VAL
24138212,TRAVEL,VAL
24138213,TRAVEL,VAL
24138214,TRAVEL,VAL
24138215,TRAVEL,VAL
24138216,TRAVEL,VAL
24138217,TRAVEL,VAL
24138218,TRAVEL,VAL
24138219,TRAVEL,VAL
24138220,TRAVEL,VAL
24138221,TRAVEL,VAL
24138222,TRAVEL,VAL
24138223,TRAVEL,VAL
24138224,TRAVEL,VAL
24138225,TRAVEL,VAL
24138226,TRAVEL,VAL
24138227,TRAVEL,VAL
24138228,TRAVEL,VAL
24138229,TRAVEL,VAL
24138230,TRAVEL,VAL
24138231,TRAVEL,VAL
24138232,TRAVEL,VAL
24138233,TRAVEL,VAL
24138234,TRAVEL,VAL
24138235,TRAVEL,VAL
24138236,TRAVEL,VAL
24138237,TRAVEL,VAL
24138238,TRAVEL,VAL
24138239,TRAVEL,VAL
24138240,TRAVEL,VAL
24138241,TRAVEL,VAL
24138242,TRAVEL,VAL
24138243,TRAVEL,VAL
24138244,TRAVEL,VAL
24138245,TRAVEL,VAL
24138246,TRAVEL,VAL
24138247,TRAVEL,VAL
24138248,TRAVEL,VAL
24138249,TRAVEL,VAL
24138250,TRAVEL,VAL
24138251,TRAVEL,VAL
24138252,TRAVEL,VAL
24138253,TRAVEL,VAL
24138254,TRAVEL,VAL
24138255,TRAVEL,VAL
24138256,TRAVEL,VAL
24138257,TRAVEL,VAL
24138258,TRAVEL,VAL
24138259,TRAVEL,VAL
24138260,TRAVEL,VAL
24138261,TRAVEL,VAL
24138262,TRAVEL,VAL
24138263,TRAVEL,VAL
24138264,TRAVEL,VAL
24138265,TRAVEL,VAL
24138266,TRAVEL,VAL
24138267,TRAVEL,VAL
24138268,TRAVEL,VAL
24138269,TRAVEL,VAL
24138270,TRAVEL,VAL
24138271,TRAVEL,VAL
24138272,TRAVEL,VAL
24138273,TRAVEL,VAL
24138274,TRAVEL,VAL
24138275,TRAVEL,VAL
24138276,TRAVEL,VAL
24138277,TRAVEL,VAL
24138278,TRAVEL,VAL
24138279,TRAVEL,VAL
24138280,TRAVEL,VAL
24138281,TRAVEL,VAL
24138282,TRAVEL,VAL
24138283,TRAVEL,VAL
24138284,TRAVEL,VAL
24138285,TRAVEL,VAL
24138286,TRAVEL,VAL
24138287,TRAVEL,VAL
24138288,TRAVEL,VAL
24138289,TRAVEL,VAL
24138290,TRAVEL,VAL
24138291,TRAVEL,VAL
24138292,TRAVEL,VAL
24138293,TRAVEL,VAL
24138294,TRAVEL,VAL
24138295,TRAVEL,VAL
24138296,TRAVEL,VAL
24138297,TRAVEL,VAL
24138298,TRAVEL,VAL
24138299,TRAVEL,VAL
24138300,TRAVEL,VAL
24138301,TRAVEL,VAL
24138302,TRAVEL,VAL
24138303,TRAVEL,VAL
24138304,TRAVEL,VAL
24138305,TRAVEL,VAL
24138306,TRAVEL,VAL
24138307,TRAVEL,VAL
24138308,TRAVEL,VAL
24138309,TRAVEL,VAL
24138310,TRAVEL,VAL
24138311,TRAVEL,VAL
24138312,TRAVEL,VAL
24138313,TRAVEL,VAL
24138314,TRAVEL,VAL
24138315,TRAVEL,VAL
24138316,TRAVEL,VAL
24138317,TRAVEL,VAL
24138318,TRAVEL,VAL
24138319,TRAVEL,VAL
24138320,TRAVEL,VAL
24138321,TRAVEL,VAL
24138322,TRAVEL,VAL
24138323,TRAVEL,VAL
24138324,TRAVEL,VAL
24138325,TRAVEL,VAL
24138326,TRAVEL,VAL
24138327,TRAVEL,VAL
24138328,TRAVEL,VAL
24138329,TRAVEL,VAL
24138330,TRAVEL,VAL
24138331,TRAVEL,VAL
24138332,TRAVEL,VAL
24138333,TRAVEL,VAL
24138334,TRAVEL,VAL
24138335,TRAVEL,VAL
24138336,TRAVEL,VAL
24138337,TRAVEL,VAL
24138338,TRAVEL,VAL
24138339,TRAVEL,VAL
24138340,TRAVEL,VAL
24138341,TRAVEL,VAL
24138342,TRAVEL,VAL
24138343,TRAVEL,VAL
24138344,TRAVEL,VAL
24138345,TRAVEL,VAL
24138346,TRAVEL,VAL
24138347,TRAVEL,VAL
24138348,TRAVEL,VAL
24138349,TRAVEL,VAL
24138350,TRAVEL,VAL
24138351,TRAVEL,VAL
24138352,TRAVEL,VAL
24138353,TRAVEL,VAL
24138354,TRAVEL,VAL
24138355,TRAVEL,VAL
24138356,TRAVEL,VAL
24138357,TRAVEL,VAL
24138358,TRAVEL,VAL
24138359,TRAVEL,VAL
24138360,TRAVEL,VAL
24138361,TRAVEL,VAL
24138362,TRAVEL,VAL
24138363,TRAVEL,VAL
24138364,TRAVEL,VAL
24138365,TRAVEL,VAL
24138366,TRAVEL,VAL
24138367,TRAVEL,VAL
24138368,TRAVEL,VAL
24138369,TRAVEL,VAL
24138370,TRAVEL,VAL
24138371,TRAVEL,VAL
24138372,TRAVEL,VAL
24138373,TRAVEL,VAL
24138374,TRAVEL,VAL
24138375,TRAVEL,VAL
24138376,TRAVEL,VAL
24138377,TRAVEL,VAL
24138378,TRAVEL,VAL
24138379,TRAVEL,VAL
24138380,TRAVEL,VAL
24138381,TRAVEL,VAL
24138382,TRAVEL,VAL
24138383,TRAVEL,VAL
24138384,TRAVEL,VAL
24138385,TRAVEL,VAL
24138386,TRAVEL,VAL
24138387,TRAVEL,VAL
24138388,TRAVEL,VAL
24138389,TRAVEL,VAL
24138390,TRAVEL,VAL
24138391,TRAVEL,VAL
24138392,TRAVEL,VAL
24138393,TRAVEL,VAL
24138394,TRAVEL,VAL
24138395,TRAVEL,VAL
24138396,TRAVEL,VAL
24138397,TRAVEL,VAL
24138398,TRAVEL,VAL
24138399,TRAVEL,VAL
24138400,MOTOR_EXPENSES,VAL
24138401,MOTOR_EXPENSES,VAL
24138402,MOTOR_EXPENSES,VAL
24138403,MOTOR_EXPENSES,VAL
